,PC1,PC2,PC3,PC4
1yr-1yr,-0.2519241090413592,-0.9155705020645493,0.24666591582711006,-0.19344463032650835
1yr-2yr,0.0002485857043199591,-0.19157433655858652,0.057558457260887125,0.9797888730614527
1yr-3yr,0.8055073141222893,-0.3431348632225408,-0.4815546637606608,-0.0390069012753016
1yr-4yr,0.5363694141022224,0.08537209709650315,0.83901612366943,-0.03273226047354105
